"tool","label","tp_alignment","fp_alignment","fn_alignment","accuracy","avg_f1_all","avg_precision_alignment","avg_recall_alignment","avg_rouge1_recall_alignment","avg_rouge2_recall_alignment","avg_rouge3_recall_alignment","avg_bleu_score_alignment","avg_lev_ratio_non_zero","avg_lev_ratio_alignment","false_discovery_rate","miss_rate","alignment_error_rate"
"unlimited_ocr","abstract","96","5","5","0.9056603773584906","0.9504950495049505","0.9504950495049505","0.9504950495049505","0.8754100558280695","0.8674448080302737","0.8607983702062766","0.8541141907025832","0.9842071563721316","0.8913574246389117","0.04950495049504951","0.04950495049504951","0.09433962264150944"
"unlimited_ocr","affiliation","134","56","270","0.29130434782608694","0.4511784511784511","0.7052631578947368","0.3316831683168317","0.2649429179263818","0.25659536701576346","0.24728685512413134","0.22681461265038913","0.9290941125834837","0.27064915453518873","0.29473684210526313","0.6683168316831684","0.7086956521739131"
"unlimited_ocr","author","263","64","70","0.6624685138539043","0.7969696969696971","0.8042813455657493","0.7897897897897898","0.6176502338970853","0.6011754827875735","0.594416456759026","0.5916224185954196","0.9796752228155147","0.6490039889180865","0.19571865443425077","0.21021021021021022","0.33753148614609574"
"unlimited_ocr","caption","801","212","76","0.7355371900826446","0.8476190476190476","0.790720631786772","0.9133409350057012","0.6024326732184381","0.5659758508871142","0.5360411035445269","0.5442122386707019","0.9497039387892354","0.6985425665474542","0.20927936821322804","0.08665906499429875","0.2644628099173554"
"unlimited_ocr","email","137","8","50","0.7025641025641025","0.825301204819277","0.9448275862068966","0.732620320855615","0.6615384615384615","0.6615384615384615","0.6615384615384615","0.6615384615384615","0.9928483305157938","0.6975395963110962","0.05517241379310345","0.26737967914438504","0.29743589743589743"
"unlimited_ocr","equation","2898","684","423","0.7235955056179775","0.8396349413298566","0.8090452261306532","0.8726287262872628","0.13669141593358627","0.057978750808811534","0.02710985999501452","0.04207564824453054","0.8760110157766428","0.6338336860686477","0.19095477386934673","0.12737127371273713","0.27640449438202247"
"unlimited_ocr","footer","300","379","44","0.41493775933609955","0.5865102639296188","0.4418262150220913","0.872093023255814","0.3550193734846987","0.33948978090509696","0.32601741781776367","0.32998320494918","0.9555059425904776","0.3964754948508206","0.5581737849779087","0.12790697674418605","0.5850622406639004"
"unlimited_ocr","header","155","78","15","0.625","0.7692307692307693","0.6652360515021459","0.9117647058823529","0.6051747311827957","0.5869815668202766","0.5837173579109063","0.5817428606072688","0.9869958287334766","0.6168723929584229","0.33476394849785407","0.08823529411764706","0.375"
"unlimited_ocr","keyword","226","10","24","0.8692307692307693","0.9300411522633746","0.9576271186440678","0.904","0.8587179487179488","0.8532051282051283","0.85","0.8513068043235887","0.9966707388536298","0.8663368730035397","0.0423728813559322","0.096","0.13076923076923078"
"unlimited_ocr","list","112","210","132","0.24669603524229078","0.3957597173144876","0.34782608695652173","0.45901639344262296","0.1855791030575992","0.15857723937670296","0.14091293426760193","0.14104272655521927","0.8794221079492018","0.21694994733548592","0.6521739130434783","0.5409836065573771","0.7533039647577092"
"unlimited_ocr","pub_date","26","8","3","0.7027027027027026","0.8253968253968255","0.7647058823529411","0.8965517241379312","0.6846846846846847","0.6756756756756757","0.6756756756756757","0.6783835852781156","0.995475113122172","0.699523052464229","0.23529411764705882","0.10344827586206896","0.2972972972972973"
"unlimited_ocr","reference","3791","52","27","0.9795865633074935","0.9896880302832528","0.9864689045016913","0.9929282346778417","0.941461745484212","0.918648199571168","0.9033562796801059","0.9093144745761402","0.9904955319692909","0.9702761141332252","0.013531095498308613","0.007071765322158198","0.02041343669250646"
"unlimited_ocr","section","1138","105","389","0.6973039215686274","0.8216606498194947","0.915526950925181","0.7452521283562541","0.5001658013146983","0.4593155676903514","0.429612465251252","0.35250989016110584","0.9201172375071969","0.6413316065001077","0.08447304907481899","0.2547478716437459","0.30269607843137253"
"unlimited_ocr","table","212","54","41","0.6905537459283387","0.8169556840077071","0.7969924812030075","0.8379446640316205","0.5624107306120537","0.5070934914118291","0.47563733700008237","0.4867570655972459","0.9310773127998087","0.6422062312728326","0.20300751879699247","0.16205533596837945","0.30944625407166126"
"unlimited_ocr","title","101","0","0","1.0","1.0","1.0","1.0","0.974129952035111","0.9647747192301648","0.9528614626168499","0.9518571987496525","0.9904777307208695","0.9904777307208695","0.0","0.0","0.0"
